country,pred_area
Australia,5.290813
Brunei Darussalam,6.411909
Cambodia,12.322251
China,9.789543
Fiji Islands,7.7465158
Indonesia,6.988735
Japan,3.5629702
Kiribati,15.666651
Indonesia,4.138943
Thailand,5.5303965
Malaysia,6.4797335
Marshall Islands,-0.033894636
Micronesia,0.35102135
Mongolia,2.9252002
Myanmar,3.908161
New Zealand,6.1344743
North Korea,5.2589393
Palau,1.1317141
Papua New Guinea,1.2966735
Philippines,14.240583
Samoa,1.1583755
Singapore,7.725747
Solomon Islands,6.411909
South Korea,4.2324305
Thailand,6.491074
Timor-Leste,2.644406
Tonga,6.4326777
Tuvalu,0.29566944
Vanuatu,1.1936687
Vietnam,3.7540584
Afghanistan,8.692066
Albania,5.803269
Algeria,22.576561
Andorra,5.739535
Angola,10.59933
Antigua and Barbuda,5.161043
Argentina,5.9496694
Armenia,5.1911144
Austria,6.733752
Azerbaijan,5.1911144
Bahamas,5.7300444
Bahrain,2.2218199
Barbados,0.7988723
Belarus,6.7658706
Belgium,19.448084
Belize,1.6422014
Benin,5.2595544
Bolivia,4.999825
Bosnia and Herzegovina,3.9537451
Botswana,4.344389
Brazil,3.1881635
Bulgaria,16.988976
Burkina Faso,3.0727239
Burundi,11.762608
Madagascar,15.876844
Cape Verde,7.47208
Cameroon,10.151676
Canada,4.2324305
Central African Republic,6.275658
Chad,0.9049338
Chile,28.930004
Bulgaria,3.9537451
Comoros,2.9764807
Congo,5.669796
Costa Rica,5.1595287
Croatia,3.3520439
Cuba,6.8849945
Cyprus,4.4002767
Czech Republic,3.6041868
Democratic Republic of Congo,5.669796
Denmark,3.6041868
Djibouti,12.322251
Dominica,1.6629704
Dominican Republic,4.4504943
Ecuador,8.164547
Egypt,1.7838199
El Salvador,3.6300917
Equatorial Guinea,5.780525
Eritrea,5.783949
Estonia,5.1911144
Swaziland,-0.18628801
Ethiopia,5.039609
Finland,5.1911144
France,5.7146087
Gabon,-0.67728454
Gambia,19.03886
Georgia,5.739535
Germany,5.111119
Ghana,5.7911925
Greece,5.7146087
Grenada,5.817587
Guatemala,6.5257
Guinea,3.394604
Guinea-Bissau,22.150223
Guyana,3.394604
Haiti,15.888238
Vatican City,9.068399
Honduras,7.592266
Hungary,6.6980457
Iceland,8.86046
India,8.170641
Iran,14.1357155
Iraq,4.4379244
Ireland,5.798665
Israel,1.4370813
Italy,9.068399
Jamaica,2.8307145
Jordan,15.782529
Kenya,5.5042243
Kuwait,11.810352
Latvia,5.1911144
Lebanon,3.6109025
Lesotho,8.633795
Liberia,3.6536396
Liechtenstein,1.1235814
Lithuania,5.2589393
Luxembourg,3.6041868
Madagascar,0.6405737
Malawi,4.4516406
Maldives,12.547622
Mali,11.8400955
Malta,13.583562
Mauritania,3.1749403
Mauritius,0.49911138
Mexico,4.211925
Iran,4.9740014
Monaco,12.962595
Montenegro,15.7140665
Morocco,8.5755825
Mozambique,12.4329815
Namibia,7.7852654
Turkey,7.0254364
Netherlands,4.143769
Nicaragua,12.150838
Niger,3.0727239
Nigeria,2.3160803
Macedonia,4.0215697
Norway,6.951002
Oman,41.361515
Pakistan,4.5248795
Bolivia,15.459426
Panama,11.7879925
Paraguay,1.7100267
Peru,13.157941
Poland,10.262792
Portugal,3.6464033
Qatar,2.2072957
Romania,5.3940377
Russia,10.431298
Rwanda,4.9312506
Saint Kitts and Nevis,10.607101
Saint Lucia,4.4504943
Saint Vincent and the Grenadines,1.9387275
San Marino,7.424541
Belgium,5.111119
Saudi Arabia,3.818942
Senegal,7.121482
Serbia,19.691206
Seychelles Islands,5.30204
Sierra Leone,5.9033446
Slovakia,5.803269
Slovenia,3.9537451
Somalia,6.867559
South Africa,15.153797
Sudan,8.526787
Spain,1.4792275
Sri Lanka,7.7935724
Sudan,1.683452
Suriname,3.5606196
Sweden,4.9740014
Switzerland,3.670231
Syria,16.443188
Tajikistan,5.093636
Tanzania,1.7966946
Bulgaria,5.3940377
Trinidad and Tobago,3.509206
Tunisia,22.576561
Turkey,19.23273
Turkmenistan,2.1931574
Uganda,7.904392
Ukraine,6.7658706
United Arab Emirates,11.621733
United Kingdom,10.696968
United States of America,2.4468148
Uruguay,6.6356955
Uzbekistan,10.262792
Venezuela,10.729211
Yemen,8.592421
Zambia,5.4960017
Zimbabwe,2.6174898
