country,pred_area
Australia,7.060932
Bangladesh,-2.0825994
Bhutan,4.931999
Brunei Darussalam,10.484143
Cambodia,24.154034
China,7.8791327
Fiji Islands,7.1548443
Indonesia,5.362049
Japan,6.479733
Kazakhstan,7.8360248
Kiribati,13.155172
Kyrghyzstan,8.324287
Indonesia,7.198441
Thailand,21.372158
Malaysia,16.588293
Marshall Islands,4.3280654
Micronesia,7.2747855
Russia,1.3509175
Mongolia,0.926265
Myanmar,22.132692
Nepal,5.479506
New Zealand,7.06581
North Korea,7.328269
Palau,7.5548306
Papua New Guinea,5.362049
Philippines,24.902807
Samoa,7.1548443
Singapore,12.797038
Solomon Islands,16.588293
South Korea,6.4625025
Thailand,22.472252
Timor-Leste,6.0349236
Tonga,12.039259
Tuvalu,8.884359
Vanuatu,5.4819903
Vietnam,14.29517
Afghanistan,5.578592
Albania,4.9145265
Algeria,3.7826254
Andorra,6.4625025
Angola,23.331354
Antigua and Barbuda,3.1864328
Argentina,1.6455818
Armenia,6.161707
Austria,4.931999
Azerbaijan,7.665955
Bahamas,3.0518885
Bahrain,11.49047
Barbados,4.936785
Belarus,6.4625025
Belgium,4.026581
Belize,6.4003243
Benin,14.238858
Bolivia,3.5897322
Bosnia and Herzegovina,6.414978
Botswana,22.534035
Brazil,0.14018951
Bulgaria,9.008413
Burkina Faso,4.545443
Burundi,12.139083
Madagascar,17.191568
Cape Verde,21.142439
Cameroon,9.2829
Canada,7.8360248
Central African Republic,17.737062
Chad,43.62947
Chile,3.2426496
Bulgaria,7.3009863
Comoros,12.159201
Congo,0.34363142
Costa Rica,19.360909
Croatia,3.9867244
Cuba,5.2291865
Cyprus,11.838939
Czech Republic,9.008413
Democratic Republic of Congo,0.34363142
Denmark,10.043582
Djibouti,32.948994
Dominica,7.639342
Dominican Republic,3.6763222
Ecuador,6.061927
Egypt,8.034678
El Salvador,3.7952082
Equatorial Guinea,11.107208
Eritrea,6.229233
Estonia,3.7471867
Swaziland,7.380672
Ethiopia,0.91962594
Finland,6.4625025
France,7.567808
Gabon,6.4003243
Gambia,6.3371944
Georgia,7.567808
Germany,6.4625025
Ghana,6.4003243
Greece,15.57812
Grenada,3.7870514
Guatemala,7.0700536
Guinea,4.592483
Guinea-Bissau,-1.7315474
Guyana,2.2366326
Haiti,8.455143
Vatican City,7.060932
Honduras,7.098194
Hungary,9.742787
Iceland,10.043582
India,7.7336073
Iran,6.948388
Iraq,2.6992073
Ireland,10.043582
Israel,7.06581
Italy,7.060932
Jamaica,1.7389059
Jordan,10.409068
Kenya,10.28519
Kuwait,3.2159994
Latvia,5.728127
Lebanon,4.4354687
Lesotho,5.160623
Liberia,15.257921
Liechtenstein,3.4463906
Lithuania,8.736651
Luxembourg,10.043582
Madagascar,14.483646
Malawi,13.002064
Maldives,6.5243015
Mali,4.691776
Malta,7.06581
Mauritania,25.473646
Mauritius,5.252353
Mexico,6.675033
Monaco,9.133487
Montenegro,8.182594
Morocco,4.5233655
Mozambique,6.8387675
Namibia,21.467655
Turkey,4.690934
Netherlands,4.026581
Nicaragua,2.2077694
Niger,4.626337
Nigeria,6.2474194
Macedonia,4.931999
Norway,8.343131
Oman,37.368473
Pakistan,4.1206546
Bolivia,16.588293
Panama,2.976361
Paraguay,13.476556
Peru,15.889443
Poland,7.8360248
Portugal,7.1561747
Qatar,11.49047
Romania,4.690934
Russia,10.043582
Rwanda,32.582096
Saint Kitts and Nevis,3.8773937
Saint Lucia,3.8773937
Saint Vincent and the Grenadines,23.993448
San Marino,6.8279867
Belgium,4.026581
Saudi Arabia,2.2365298
Senegal,6.8387675
Serbia,10.865008
Seychelles Islands,7.2747855
Sierra Leone,5.592545
Slovakia,9.742787
Slovenia,1.1332599
Somalia,10.712962
South Africa,6.4657044
Sudan,7.790629
Spain,6.9571257
Sri Lanka,5.4819903
Sudan,5.285639
Suriname,2.2366326
Sweden,10.043582
Switzerland,1.3509175
Syria,10.448924
Tajikistan,4.690934
Tanzania,18.633509
Bulgaria,8.962551
Trinidad and Tobago,2.3855407
Tunisia,10.644211
Turkey,4.931999
Turkmenistan,6.6100383
Uganda,12.045513
Ukraine,8.343131
United Arab Emirates,34.789383
United Kingdom,3.9867244
United States of America,4.931999
Uruguay,6.894752
Uzbekistan,11.281034
Venezuela,8.167026
Yemen,3.2518976
Zambia,13.770866
Zimbabwe,8.319996
