country,pred_area
Australia,4.936662
Bangladesh,11.971927
Bhutan,12.601978
Brunei Darussalam,8.933864
Cambodia,13.4128065
China,10.1706085
Fiji Islands,8.940106
Indonesia,13.718337
Japan,6.9799085
Kazakhstan,16.196352
Kiribati,9.41892
Kyrghyzstan,13.737293
Indonesia,14.634955
Thailand,-1.0612556
Malaysia,6.726006
Marshall Islands,11.73229
Micronesia,11.045907
Mongolia,20.308315
Myanmar,4.740444
Nepal,0.17152137
New Zealand,-0.8567889
North Korea,11.31579
Palau,13.718337
Papua New Guinea,13.019799
Philippines,15.973143
Samoa,6.726006
Singapore,6.3950033
Solomon Islands,8.919338
South Korea,16.330057
Thailand,11.076735
Timor-Leste,12.622451
Tonga,13.718337
Tuvalu,9.852657
Vanuatu,3.679676
Vietnam,0.8363719
Afghanistan,15.153664
Albania,13.501546
Algeria,1.327581
Andorra,15.801431
Angola,18.228752
Antigua and Barbuda,19.988892
Argentina,13.16423
Armenia,20.719234
Austria,17.703287
Azerbaijan,18.482653
Bahamas,10.024581
Bahrain,9.574218
Barbados,11.11357
Belarus,16.196352
Belgium,17.703287
Belize,8.658398
Benin,13.187751
Bolivia,54.524498
Bosnia and Herzegovina,10.840134
Botswana,10.405042
Brazil,7.113726
Bulgaria,15.224808
Burkina Faso,2.4508405
Burundi,16.025434
Madagascar,12.607645
Cape Verde,12.963557
Cameroon,10.796327
Canada,18.482653
Central African Republic,14.90222
Chad,10.262125
Chile,4.0267396
Bulgaria,17.473312
Comoros,3.2572265
Congo,11.849332
Costa Rica,12.618476
Croatia,10.840134
Cuba,13.170813
Cyprus,7.552516
Czech Republic,20.931656
Democratic Republic of Congo,11.849332
Denmark,16.196352
Djibouti,17.873533
Dominica,8.56297
Dominican Republic,17.891798
Ecuador,0.20039482
Egypt,1.9039034
El Salvador,17.03648
Equatorial Guinea,10.056099
Eritrea,4.9095225
Estonia,17.703287
Swaziland,-0.51993865
Ethiopia,7.9524508
Finland,17.703287
France,15.786875
Gabon,8.454956
Gambia,10.331304
Georgia,24.315466
Germany,16.196352
Ghana,9.852657
Greece,2.9078453
Grenada,11.665854
Guatemala,16.178522
Guinea,12.607499
Guinea-Bissau,20.309233
Guyana,13.502995
Haiti,20.179344
Vatican City,4.763188
Honduras,8.272867
Hungary,17.703287
Iceland,14.279943
India,0.31267843
Iran,6.662972
Iraq,11.680475
Ireland,14.279943
Israel,12.950657
Italy,4.763188
Jamaica,10.516122
Jordan,9.887412
Kenya,2.4789107
Kuwait,12.0831995
Latvia,16.196352
Lebanon,7.042522
Lesotho,16.54121
Liberia,13.187751
Liechtenstein,17.759888
Lithuania,16.196352
Luxembourg,17.703287
Madagascar,55.982876
Malawi,1.4004443
Maldives,12.008499
Mali,15.950953
Malta,5.815335
Mauritania,9.9903755
Mauritius,8.504076
Mexico,15.712015
Iran,15.979482
Monaco,7.891052
Montenegro,13.885018
Morocco,3.069025
Mozambique,12.331802
Namibia,1.063195
Turkey,15.801431
Netherlands,15.911418
Nicaragua,12.658914
Niger,2.348624
Nigeria,5.0750217
Macedonia,9.055077
Norway,15.769575
Oman,16.090117
Pakistan,20.9152
Bolivia,20.952446
Panama,13.502995
Paraguay,21.319035
Peru,18.10927
Poland,18.482653
Portugal,7.532895
Qatar,9.247171
Romania,17.703287
Russia,15.786875
Rwanda,0.8363719
Saint Kitts and Nevis,11.936498
Saint Lucia,8.359529
Saint Vincent and the Grenadines,11.409281
San Marino,17.759888
Belgium,17.703287
Saudi Arabia,17.900967
Senegal,18.301136
Serbia,17.703287
Seychelles Islands,11.045907
Sierra Leone,17.892427
Slovakia,17.759888
Slovenia,17.759888
Somalia,16.004663
South Africa,7.246539
Sudan,12.712534
Spain,4.6832404
Sri Lanka,15.973143
Sudan,13.355092
Suriname,12.746137
Sweden,16.196352
Switzerland,17.759888
Syria,6.7492433
Tajikistan,4.5878882
Tanzania,49.902443
Slovenia,15.786875
Trinidad and Tobago,11.846155
Tunisia,2.3710608
Turkey,15.74447
Turkmenistan,16.986784
Uganda,52.00027
Ukraine,9.333203
United Arab Emirates,15.327608
United Kingdom,17.759888
United States of America,13.523066
Uruguay,3.9512558
Uzbekistan,5.5151563
Venezuela,12.4963665
Yemen,3.9080076
Zambia,6.2229156
Zimbabwe,-3.4265816
