country,pred_area
Australia,0.59831125
Brunei Darussalam,43.718018
Cambodia,37.581276
China,6.1117396
Fiji Islands,6.532717
Indonesia,46.435863
Japan,12.369564
Kiribati,31.578886
Indonesia,4.030059
Thailand,21.293726
Malaysia,28.930128
Marshall Islands,33.414043
Micronesia,41.526768
Mongolia,3.092316
New Zealand,7.867962
North Korea,2.1612844
Palau,33.4964
Papua New Guinea,13.774271
Philippines,47.051228
Samoa,30.904085
Singapore,16.126383
Solomon Islands,6.451071
South Korea,6.1117396
Thailand,40.559616
Timor-Leste,13.856622
Tonga,8.649301
Tuvalu,30.904085
Vanuatu,5.7506523
Vietnam,12.163882
Afghanistan,2.1948683
Albania,9.20502
Algeria,9.472947
Andorra,4.3755755
Angola,38.493862
Antigua and Barbuda,33.103725
Argentina,42.440285
Armenia,3.598254
Austria,15.091596
Azerbaijan,1.2174695
Bahamas,14.031447
Bahrain,12.70964
Bangladesh,4.332576
Barbados,37.581276
Belarus,43.53029
Belgium,-0.9735509
Belize,40.559616
Benin,42.25025
Bhutan,0.4024885
Bolivia,4.7646832
Bosnia and Herzegovina,5.897107
Botswana,58.864807
Brazil,36.842407
Bulgaria,13.41446
Burkina Faso,58.864807
Burundi,5.7759047
Madagascar,24.101849
Cape Verde,32.090233
Cameroon,35.425514
Canada,7.390042
Central African Republic,57.707684
Chad,58.864807
Chile,51.771255
Bulgaria,8.208998
Comoros,48.433895
Congo,31.859842
Costa Rica,30.038292
Croatia,6.890419
Cuba,37.72146
Cyprus,7.8860083
Czech Republic,1.7945836
Democratic Republic of Congo,33.71317
Denmark,5.7430263
Djibouti,37.35505
Dominica,34.158783
Dominican Republic,37.72146
Ecuador,15.241111
Egypt,6.838841
El Salvador,33.10471
Equatorial Guinea,36.974075
Eritrea,5.669869
Estonia,7.768491
Swaziland,5.4813437
Ethiopia,4.332995
Finland,45.55695
France,11.843621
Gabon,39.017334
Gambia,58.864807
Georgia,7.5708923
Germany,5.679893
Ghana,38.754395
Greece,4.7430162
Grenada,31.456066
Guatemala,8.375911
Guinea,33.204967
Guinea-Bissau,58.864807
Guyana,35.723854
Haiti,33.44915
Vatican City,6.886256
Honduras,8.749363
Hungary,6.0694313
Iceland,2.6552908
India,10.348404
Iran,13.952155
Iraq,9.708668
Ireland,8.759368
Israel,2.1516964
Italy,6.886256
Jamaica,37.02388
Jordan,7.802386
Kazakhstan,7.768491
Kenya,5.1483
Kuwait,5.356475
Kyrghyzstan,7.227877
Latvia,7.567616
Lebanon,9.024398
Lesotho,16.098476
Liberia,37.83387
Liechtenstein,-2.1696851
Lithuania,5.3980083
Luxembourg,2.571235
Madagascar,6.280282
Malawi,4.822674
Maldives,31.578886
Mali,58.864807
Malta,7.8860083
Mauritania,1.5933007
Mauritius,46.435863
Mexico,3.9250069
Iran,7.8996735
Monaco,3.865968
Montenegro,5.543588
Morocco,9.443088
Mozambique,38.754395
Myanmar,38.6973
Namibia,53.60258
Turkey,5.8482027
Nepal,4.025417
Netherlands,-0.28946233
Nicaragua,33.307182
Niger,58.864807
Nigeria,37.99617
Macedonia,6.679161
Norway,6.5274515
Oman,8.069002
Pakistan,5.7245646
Bolivia,34.25083
Panama,35.066013
Paraguay,38.62982
Peru,14.031447
Poland,1.2247001
Portugal,5.4117646
Qatar,10.492128
Romania,13.41446
Russia,4.6510644
Rwanda,11.12196
Saint Kitts and Nevis,34.158783
Saint Lucia,37.784714
Saint Vincent and the Grenadines,34.181572
San Marino,2.6159034
Switzerland,37.741516
Saudi Arabia,9.951173
Senegal,5.3612537
Serbia,4.340085
Seychelles Islands,33.82597
Sierra Leone,34.21824
Slovakia,16.66243
Slovenia,5.4147005
Somalia,38.426037
South Africa,50.075855
Sudan,54.786552
Spain,7.849196
Sri Lanka,43.771317
Sudan,54.786552
Suriname,33.143654
Sweden,6.5588956
Switzerland,0.29186347
Syria,3.8878455
Tajikistan,1.2104913
Tanzania,1.406492
Slovenia,2.6159034
Trinidad and Tobago,37.02388
Tunisia,5.0857067
Turkey,15.091596
Turkmenistan,5.077451
Uganda,5.6425576
Ukraine,6.352611
United Arab Emirates,14.649624
United Kingdom,13.373102
United States of America,5.0747824
Uruguay,15.169985
Uzbekistan,4.102701
Venezuela,34.12884
Yemen,19.11959
Zambia,10.645343
Zimbabwe,8.450897
