country,pred_area
Afghanistan,10.291917
Australia,1.8313677
Bangladesh,6.13561
Bhutan,12.253652
Brunei Darussalam,-1.4714489
Cambodia,6.6573935
China,16.515697
Fiji Islands,-1.9382471
India,1.8313677
Indonesia,4.04631
Japan,17.976894
Kazakhstan,12.555049
Kiribati,-0.34195042
Kyrghyzstan,3.3988097
Indonesia,4.0752683
Thailand,3.8371615
Malaysia,4.067079
Maldives,-0.4282943
Marshall Islands,-0.5511137
Micronesia,-1.4417835
Russia,1.342507
Mongolia,2.3691893
Myanmar,11.2216425
Nepal,10.5430355
New Zealand,8.848998
North Korea,10.280645
Pakistan,6.6757927
Palau,-1.9382471
Papua New Guinea,18.83485
Philippines,12.32837
Samoa,-3.2968624
Singapore,-1.9471434
Solomon Islands,2.067923
South Korea,10.280645
Sri Lanka,2.4358778
Tajikistan,5.319406
Thailand,-0.00024609873
Timor-Leste,4.18705
Tonga,-0.66098607
Turkmenistan,12.291076
Tuvalu,6.3489885
Uzbekistan,14.068489
Vanuatu,1.6988667
Vietnam,1.3050562
Albania,8.917381
Algeria,6.641465
Andorra,2.081311
Angola,19.150291
Antigua and Barbuda,3.9413698
Argentina,4.410994
Armenia,2.903925
Austria,20.651226
Azerbaijan,4.7762322
Bahamas,9.258203
Bahrain,10.946644
Barbados,0.3894087
Belarus,10.360448
Belgium,12.555049
Belize,0.5082764
Benin,8.51714
Bolivia,3.835148
Bosnia and Herzegovina,10.0590515
Botswana,5.6899548
Brazil,18.809448
Bulgaria,10.360448
Burkina Faso,4.1290073
Burundi,-1.9158471
Madagascar,11.273318
Cape Verde,4.977459
Cameroon,1.3662379
Canada,15.448801
Central African Republic,13.578503
Chad,4.092066
Chile,6.1551795
Bulgaria,-1.6187314
Comoros,16.438522
Congo,2.813305
Costa Rica,6.4303274
Croatia,12.253652
Cuba,6.2248583
Cyprus,2.6435924
Czech Republic,9.588495
Democratic Republic of Congo,4.393929
Denmark,10.360448
Djibouti,12.043845
Dominica,3.8871875
Dominican Republic,7.564171
Ecuador,14.257381
Egypt,9.99466
El Salvador,4.7168927
Equatorial Guinea,-0.14304988
Eritrea,9.21623
Estonia,10.280645
Swaziland,-0.7003956
Ethiopia,7.6525702
Finland,10.360448
France,12.555049
Gabon,2.739291
Gambia,8.097926
Georgia,-1.3579688
Germany,10.360448
Ghana,5.493041
Greece,7.4143558
Grenada,0.5082764
Guatemala,11.02086
Guinea,6.5047765
Guinea-Bissau,3.623078
Guyana,2.9830596
Haiti,5.000761
Vatican City,8.213972
Honduras,3.0531476
Hungary,13.701613
Iceland,12.194749
Iran,7.8459206
Iraq,5.45137
Ireland,5.114881
Israel,4.04288
Italy,8.213972
Jamaica,3.1007693
Jordan,6.445435
Kenya,7.046291
Kuwait,15.52325
Latvia,3.537109
Lebanon,5.7363954
Lesotho,5.175107
Liberia,6.725219
Liechtenstein,1.342507
Lithuania,12.555049
Luxembourg,10.360448
Madagascar,0.65212774
Malawi,8.936868
Mali,1.5177159
Malta,10.227817
Mauritania,6.5506206
Mauritius,1.9362442
Mexico,10.848477
Monaco,10.187268
Montenegro,1.4405031
Morocco,2.8810785
Mozambique,4.410994
Namibia,2.6188283
Turkey,2.929397
Netherlands,16.903233
Nicaragua,3.1007693
Niger,6.808358
Nigeria,11.926295
Macedonia,1.4405031
Norway,10.0590515
Oman,8.656984
Bolivia,7.1486735
Panama,17.118591
Paraguay,19.985682
Peru,14.023735
Poland,12.622874
Portugal,6.641465
Qatar,4.1287346
Romania,10.360448
Russia,10.360448
Rwanda,3.3792672
Saint Kitts and Nevis,3.4342628
Saint Lucia,0.5082764
Saint Vincent and the Grenadines,-1.7981652
San Marino,9.795092
Belgium,12.253652
Saudi Arabia,7.3043222
Senegal,7.7123046
Serbia,8.086045
Seychelles Islands,1.678098
Sierra Leone,-0.0146939345
Slovakia,10.280645
Slovenia,2.9332383
Somalia,14.645066
South Africa,35.71336
Sudan,7.5117316
Spain,2.903925
Sudan,34.24616
Suriname,1.6988667
Sweden,3.537109
Switzerland,3.537109
Syria,6.693893
Tanzania,-0.4041194
Bulgaria,7.6494684
Trinidad and Tobago,0.19748439
Tunisia,4.748264
Turkey,9.246748
Uganda,17.606098
Ukraine,12.555049
United Arab Emirates,6.72501
United Kingdom,10.280645
United States of America,11.441349
Uruguay,7.0917497
Venezuela,0.70838284
Yemen,3.802134
Zambia,6.553699
Zimbabwe,3.5762396
