country,pred_area
Albania,5.376106
Algeria,3.9978707
Andorra,0.08101736
Angola,16.550053
Antigua and Barbuda,47.447678
Argentina,40.807884
Austria,6.032111
Bahamas,49.15529
Barbados,33.919365
Belgium,5.9642863
Belize,32.418766
Benin,12.286158
Bolivia,4.287151
Bosnia and Herzegovina,2.2664254
Brazil,60.05574
Burkina Faso,16.421812
Cape Verde,11.799668
Cameroon,0.049514476
Canada,6.844362
Central African Republic,6.285925
Chad,61.31713
Chile,9.774804
Congo,7.7242236
Costa Rica,5.7811327
Croatia,0.15447962
Cuba,49.15529
Czech Republic,5.9558854
Democratic Republic of Congo,7.7242236
Denmark,2.7564766
Dominica,33.919365
Dominican Republic,41.213287
Ecuador,2.3264444
El Salvador,8.104056
Equatorial Guinea,4.843172
France,5.837869
Gabon,31.705267
Gambia,12.863222
Germany,5.9642863
Ghana,39.134796
Grenada,33.919365
Guatemala,14.736038
Guinea,39.49104
Guinea-Bissau,20.924551
Guyana,39.505676
Haiti,35.11592
Vatican City,6.634476
Honduras,5.7811327
Hungary,0.46819443
Iceland,4.6698165
Ireland,7.462817
Italy,6.634476
Jamaica,39.597313
Liberia,16.631699
Liechtenstein,4.586609
Luxembourg,5.9558854
Mali,23.387526
Malta,17.63851
Mauritania,51.95996
Mexico,12.804943
Monaco,8.121643
Montenegro,4.2054114
Morocco,0.6009505
Netherlands,5.536402
Nicaragua,32.570988
Niger,54.246487
Nigeria,17.842628
Macedonia,1.2954171
Norway,7.036952
Bolivia,32.131203
Panama,27.442015
Paraguay,34.680843
Peru,23.12862
Poland,15.942812
Portugal,4.290176
Saint Kitts and Nevis,34.00172
Saint Lucia,34.33242
Saint Vincent and the Grenadines,37.528687
San Marino,5.8099008
Belgium,6.0041428
Senegal,16.550053
Serbia,7.5833354
Sierra Leone,39.20262
Slovakia,2.9754717
Slovenia,5.3293514
Spain,2.2664254
Suriname,40.479877
Sweden,6.8513074
Switzerland,4.4634943
Trinidad and Tobago,39.709114
Tunisia,6.437417
United Kingdom,7.462817
United States of America,2.9423835
Uruguay,6.634476
Venezuela,36.700123
