country,pred_area
Afghanistan,1.5877284
Australia,1.3547938
Bangladesh,10.411261
Bhutan,10.065064
Brunei Darussalam,6.431078
Cambodia,8.764206
China,13.953517
Fiji Islands,13.18616
India,-1.8460993
Indonesia,8.764206
Japan,11.341472
Kazakhstan,17.597744
Kiribati,8.299824
Kyrghyzstan,11.384226
Indonesia,4.7726574
Thailand,54.23195
Malaysia,8.784974
Maldives,6.685715
Marshall Islands,8.503265
Mauritius,6.1714563
Micronesia,8.204396
Russia,10.73459
Mongolia,8.9495325
Myanmar,18.711765
Nepal,0.63924557
New Zealand,17.132034
North Korea,13.394551
Oman,10.439341
Pakistan,3.7785814
Palau,12.1745825
Papua New Guinea,54.23195
Philippines,13.257674
Samoa,9.697525
Seychelles Islands,9.523899
Singapore,13.563205
Solomon Islands,13.690667
South Korea,13.202851
Sri Lanka,12.864667
Tajikistan,7.6886168
Thailand,8.764206
Timor-Leste,19.44408
Tonga,3.531613
Turkmenistan,2.4788904
Tuvalu,13.217679
United Arab Emirates,11.123289
Uzbekistan,4.069045
Vanuatu,11.94731
Vietnam,15.849532
