country,pred_area
Australia,14.578508
Fiji Islands,22.956457
Japan,33.967297
Kiribati,7.4500356
Marshall Islands,8.227713
Micronesia,7.6227875
New Zealand,36.64512
North Korea,13.766763
Palau,32.24169
Papua New Guinea,16.409641
Samoa,16.409641
Solomon Islands,16.289701
South Korea,39.62112
Timor-Leste,3.7005138
Tonga,22.888111
Tuvalu,22.448454
Vanuatu,22.956457
Afghanistan,11.627092
Albania,28.959572
Algeria,9.99317
Andorra,38.67992
Angola,11.738689
Antigua and Barbuda,6.560727
Argentina,55.82084
Armenia,6.0956745
Austria,61.343887
Azerbaijan,35.257576
Bahamas,22.91354
Bahrain,24.494453
Bangladesh,6.560727
Barbados,8.386606
Belarus,31.666643
Belgium,28.562414
Belize,32.356396
Benin,3.5034633
Bhutan,8.050806
Bolivia,4.722597
Bosnia and Herzegovina,13.1524725
Botswana,20.526358
Brazil,3.0829034
Brunei Darussalam,16.344297
Bulgaria,15.208009
Burkina Faso,13.508668
Burundi,15.532522
Madagascar,2.373518
Cape Verde,8.83867
Cambodia,4.903888
Cameroon,12.554981
Canada,31.95099
Central African Republic,10.145264
Chad,13.890486
Chile,13.818433
China,5.5742726
Bulgaria,6.814496
Comoros,10.882608
Congo,5.666325
Costa Rica,19.275248
Croatia,61.343887
Cuba,22.91354
Cyprus,55.82084
Czech Republic,35.985176
Democratic Republic of Congo,5.666325
Denmark,33.467953
Djibouti,7.4500356
Dominica,9.083664
Dominican Republic,0.9905154
Ecuador,0.12817901
Egypt,11.005267
El Salvador,16.575697
Equatorial Guinea,34.52963
Eritrea,10.012248
Estonia,31.95099
Swaziland,25.232159
Ethiopia,59.200306
Finland,31.95099
France,32.63115
Gabon,9.083664
Gambia,9.862727
Georgia,34.863853
Germany,28.830626
Ghana,8.794357
Greece,26.59212
Grenada,3.3628485
Guatemala,33.624146
Guinea,4.710392
Guinea-Bissau,8.355071
Guyana,4.01057
Haiti,5.65103
Vatican City,32.123768
Honduras,20.070847
Hungary,37.155144
Iceland,33.54176
India,9.187631
Indonesia,20.08827
Iran,31.991585
Iraq,16.334398
Ireland,31.853788
Israel,56.184174
Italy,32.123768
Jamaica,8.794357
Jordan,27.40386
Kazakhstan,8.874768
Kenya,21.192385
Kuwait,9.173918
Kyrghyzstan,33.51648
Indonesia,19.290367
Latvia,31.602468
Lebanon,31.559664
Lesotho,32.373913
Liberia,12.037545
Thailand,7.040335
Liechtenstein,35.392517
Lithuania,31.547922
Luxembourg,29.11739
Madagascar,20.063253
Malawi,18.248867
Malaysia,22.448454
Maldives,3.0381036
Mali,16.250906
Malta,35.31371
Mauritania,29.713701
Mauritius,16.409641
Mexico,11.654768
Iran,34.47469
Monaco,30.806398
Mongolia,4.8442173
Montenegro,13.096737
Morocco,16.356739
Mozambique,3.5543625
Myanmar,29.527025
Namibia,4.792547
Turkey,35.01134
Nepal,13.503694
Netherlands,31.989525
Nicaragua,8.618189
Niger,16.334398
Nigeria,11.281869
Macedonia,0.7045384
Norway,11.35427
Oman,4.9346433
Pakistan,28.209492
Bolivia,15.04446
Panama,4.009484
Paraguay,14.387595
Peru,26.551832
Philippines,3.4058728
Poland,31.23294
Portugal,22.813818
Qatar,10.777196
Romania,7.307096
Russia,33.083275
Rwanda,17.107332
Saint Kitts and Nevis,7.327216
Saint Lucia,6.560727
Saint Vincent and the Grenadines,6.560727
San Marino,30.283113
Belgium,31.585081
Saudi Arabia,5.5155044
Senegal,23.866268
Serbia,33.836857
Seychelles Islands,2.3865392
Sierra Leone,6.560727
Singapore,7.151048
Slovakia,59.200306
Slovenia,31.195652
Somalia,13.587098
South Africa,20.570358
Sudan,16.334398
Spain,18.123476
Sri Lanka,9.583453
Sudan,16.334398
Suriname,4.6013904
Sweden,13.897172
Switzerland,27.918459
Syria,20.976429
Tajikistan,34.863853
Tanzania,20.139193
Thailand,13.587098
Bulgaria,28.831343
Trinidad and Tobago,3.8605754
Tunisia,23.072905
Turkey,38.213127
Turkmenistan,19.170084
Uganda,21.438768
Ukraine,32.25969
United Arab Emirates,19.631615
United Kingdom,31.989525
United States of America,38.44977
Uruguay,5.3233128
Uzbekistan,13.735129
Venezuela,12.731149
Vietnam,29.513725
Yemen,2.5501893
Zambia,23.422897
Zimbabwe,19.880795
