country,pred_area
Albania,4.53066
Algeria,0.12135674
Andorra,8.820798
Angola,11.996411
Antigua and Barbuda,-0.006226136
Argentina,0.64876324
Austria,9.71331
Bahamas,1.9650629
Bahrain,9.539392
Barbados,-3.0998745
Belarus,8.498132
Belgium,8.085863
Belize,-3.530569
Benin,2.6527352
Bolivia,6.2493715
Bosnia and Herzegovina,18.791649
Botswana,28.056992
Brazil,3.1902103
Bulgaria,11.890801
Burkina Faso,1.3031167
Burundi,1.6042552
Madagascar,6.6317406
Cape Verde,5.695081
Cameroon,0.7426297
Canada,18.451715
Central African Republic,-0.036183886
Chad,30.732752
Chile,6.0530047
Bulgaria,8.31558
Comoros,2.422492
Congo,1.9773251
Costa Rica,2.5520222
Croatia,3.2557821
Cuba,1.2713515
Cyprus,4.4887133
Czech Republic,8.498132
Democratic Republic of Congo,1.9773251
Denmark,0.164565
Djibouti,2.045685
Dominica,5.2931027
Dominican Republic,2.6527352
Ecuador,7.3315067
Egypt,19.899122
El Salvador,1.5343673
Equatorial Guinea,6.0114636
Eritrea,3.3463252
Estonia,5.459184
Swaziland,-0.27036867
Ethiopia,6.1683497
Finland,3.4861789
France,8.31558
Gabon,9.3553295
Gambia,5.800843
Germany,8.430306
Ghana,2.7333577
Greece,-0.79338735
Grenada,-1.8737274
Guatemala,2.8040102
Guinea,3.5775084
Guinea-Bissau,8.596866
Guyana,0.8670335
Haiti,1.2713515
Vatican City,12.956686
Honduras,4.9151464
Hungary,8.498132
Iceland,5.9533453
Iraq,8.5383215
Ireland,5.5934763
Israel,6.7613063
Italy,6.759451
Jamaica,1.5343673
Jordan,8.5383215
Kenya,11.201224
Kuwait,6.7557597
Latvia,2.325552
Lebanon,7.37764
Lesotho,2.5916257
Liberia,12.097744
Liechtenstein,8.430306
Lithuania,7.6879945
Luxembourg,8.498132
Madagascar,-3.0221987
Malawi,10.834911
Mali,6.6879873
Malta,9.738373
Mauritania,9.367312
Mexico,9.017729
Monaco,6.745684
Montenegro,10.043249
Morocco,1.9609574
Mozambique,3.2408125
Namibia,13.6369
Turkey,4.207619
Netherlands,11.483187
Nicaragua,7.2442865
Niger,7.0991826
Nigeria,13.5831375
Macedonia,8.301813
Norway,5.1655993
Bolivia,11.360302
Panama,7.2442865
Paraguay,20.328928
Peru,12.848871
Poland,6.201494
Portugal,4.721299
Qatar,9.539392
Romania,7.7558193
Russia,6.269319
Rwanda,9.756482
Saint Kitts and Nevis,-2.2010436
Saint Lucia,-3.0998745
Saint Vincent and the Grenadines,8.193701
San Marino,8.430306
Belgium,8.498132
Saudi Arabia,-4.7994857
Senegal,6.0322328
Serbia,7.7558193
Sierra Leone,-0.036183886
Slovakia,7.7558193
Slovenia,3.1879568
Somalia,10.669909
South Africa,5.499615
Sudan,5.0863776
Spain,1.2913958
Sudan,6.6879873
Suriname,1.9650629
Sweden,8.430306
Switzerland,3.1879568
Syria,12.956686
Tanzania,5.1331286
Bulgaria,18.791649
Trinidad and Tobago,6.5192485
Tunisia,6.9165034
Turkey,3.1879568
Uganda,7.083221
Ukraine,9.265188
United Kingdom,1.8177568
United States of America,3.1190763
Uruguay,2.0066035
Venezuela,17.762169
Yemen,8.237289
Zambia,9.185461
Zimbabwe,5.070169
